cliente;RespCampanha;TempoDesdeUltCompra;TempoRel;VlMedio;Pct_Vestuario;RegValorCli;RendaMensal
14023;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
14226;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
14429;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
14632;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
14835;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
15038;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
15241;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
15444;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
15647;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
15850;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
16053;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
16256;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
16459;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
16662;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
16865;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
17068;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
17271;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
17474;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
17677;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
17880;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
18083;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
18286;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
18489;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
18692;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
18895;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
19098;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
19301;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
19504;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
19707;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
19910;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
20113;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
20316;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
20519;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
20722;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
20925;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
21128;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
21331;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
21534;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
21737;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
21940;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
22143;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
22346;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
22549;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
22752;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
22955;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
23158;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
23361;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
23564;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
23767;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
23970;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
24173;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
24376;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
24579;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
24782;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
24985;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
25188;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
25391;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
25594;1;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
25797;0;4-Mais de 60 dias;2-1 a 3 anos;3-R$350 a R$850;2-10% a 20%;II;1-Até  R1518
153;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
177;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
356;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
380;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
559;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
583;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
762;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
786;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
965;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
989;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1168;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1192;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1371;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1395;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1574;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1598;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1777;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1801;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
1980;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2004;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2183;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2207;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2386;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2410;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2589;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2613;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2792;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2816;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
2995;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3019;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3198;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3222;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3401;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3425;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3604;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3628;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3807;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
3831;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4010;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4034;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4213;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4237;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4416;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4440;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4619;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4643;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4822;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
4846;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5025;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5049;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5228;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5252;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5431;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5455;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5634;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5658;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5837;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
5861;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6040;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6064;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6243;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6267;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6446;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6470;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6649;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6673;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6852;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
6876;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7055;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7079;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7258;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7282;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7461;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7485;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7664;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7688;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7867;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
7891;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8070;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8094;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8273;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8297;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8476;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8500;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8679;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8703;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8882;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
8906;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9085;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9109;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9288;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9312;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9491;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9515;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9694;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9718;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9897;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
9921;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10100;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10124;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10303;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10327;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10506;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10530;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10709;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10733;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10912;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
10936;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11115;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11139;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11318;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11342;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11521;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11545;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11724;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11748;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11927;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
11951;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12130;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12154;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12333;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12357;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12536;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12560;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12739;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12763;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12942;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
12966;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13145;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13169;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13348;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13372;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13551;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13575;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13754;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13778;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13957;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
13981;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14160;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14184;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14363;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14387;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14566;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14590;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14769;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14793;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14972;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
14996;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15175;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15199;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15378;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15402;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15581;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15605;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15784;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15808;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
15987;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16011;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16190;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16214;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16393;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16417;1;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16596;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16620;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16799;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
16823;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17002;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17026;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17205;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17229;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17408;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17432;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17611;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
17635;0;4-Mais de 60 dias;3-3 a 8 anos;3-R$350 a R$850;2-10% a 20%;I;4-mais de R$4500
