cliente;RespCampanha;TempoDesdeUltCompra;TempoRel;VlMedio;Pct_Vestuario;RegValorCli;RendaMensal
16806;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
17009;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
17212;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
17415;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
17618;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
17821;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
18024;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
18227;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
18430;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
18633;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
18836;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
19039;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
19242;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
19445;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
19648;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
19851;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
20054;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
20257;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
20460;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
20663;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
20866;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
21069;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
21272;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
21475;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
21678;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
21881;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
22084;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
22287;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
22490;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
22693;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
22896;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
23099;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
23302;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
23505;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
23708;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
23911;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
24114;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
24317;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
24520;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
24723;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
24926;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
25129;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
25332;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
25535;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
25738;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
25941;0;4-Mais de 60 dias;1-até 1 ano;1-Até R$120;4-30% e mais;II;1-Até  R1518
124;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
327;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
530;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
733;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
936;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
1139;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
1342;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
1545;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
1748;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
1951;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
2154;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
2357;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
2560;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
2763;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
2966;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
3169;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
3372;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
3575;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
3778;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
3981;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
4184;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
4387;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
4590;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
4793;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
4996;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
5199;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
5402;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
5605;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
5808;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
6011;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
6214;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
6417;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
6620;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
6823;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
7026;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
7229;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
7432;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
7635;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
7838;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
8041;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
8244;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
8447;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
8650;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
8853;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
9056;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
9259;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
9462;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
9665;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
9868;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
10071;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
10274;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
10477;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
10680;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
10883;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
11086;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
11289;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
11492;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
11695;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
11898;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
12101;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
12304;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
12507;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
12710;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
12913;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
13116;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
13319;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
13522;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
13725;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
13928;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
14131;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
14334;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
14537;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
14740;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
14943;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
15146;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
15349;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
15552;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
15755;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
15958;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
16161;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
16364;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
16567;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
16770;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
16973;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
17176;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
17379;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
17582;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
17785;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
17988;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
18191;0;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
18394;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
18597;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
18800;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
19003;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
19206;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
19409;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
19612;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
19815;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
20018;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
20221;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
20424;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
20627;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
20830;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
21033;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
21236;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
21439;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
21642;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
21845;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
22048;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
22251;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
22454;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
22657;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
22860;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
23063;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
23266;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
23469;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
23672;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
23875;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
24078;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
24281;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
24484;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
24687;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
24890;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
25093;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
25296;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
25499;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
25702;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
25905;1;3-45 a 60 dias;3-3 a 8 anos;1-Até R$120;3-20% a 30%;I;2-R$1519 a R$3000
63;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
266;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
469;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
672;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
875;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
1078;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
1281;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
1484;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
1687;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
1890;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
2093;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
2296;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
2499;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
2702;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
2905;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
3108;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
3311;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
3514;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
3717;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
3920;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
4123;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
4326;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
4529;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
4732;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
4935;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
5138;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
5341;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
5544;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
5747;1;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
5950;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
6153;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
6356;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
6559;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
6762;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
6965;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
7168;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
7371;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
7574;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
7777;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
7980;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
8183;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
8386;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
8589;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
8792;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
8995;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
9198;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
9401;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
9604;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
9807;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
10010;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
10213;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
10416;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
10619;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
10822;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
11025;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
11228;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
11431;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
11634;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
11837;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
12040;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
12243;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
12446;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
12649;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
12852;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
13055;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
13258;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
13461;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
13664;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
13867;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
14070;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
14273;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
14476;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
14679;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
14882;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
15085;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
15288;0;2-30 a 45 dias;1-até 1 ano;1-Até R$120;1-Até 10%;III;1-Até  R1518
